review_date,review_title,review_comment,review_rating
2 January 2017,They stole our eggs,I would give this movie a ten out of ten simply because it reminds me of my favorite smartphone more like dumbphone game ever Angry Birds Such a simply plot such justified anger That game was revolutionary The movie made me laugh To be honest with you I watched it on Hulu as amusing background noise while my wife son and I went about our business in the house But we all watched a little bit we all laughed and we all agreed it was beyond what we expected for a smartphone game adaptation which is what this movie is Mighty mighty Eagle Rescue me Look at that The music is so catchy I started writing along,10
10 March 2017,"Average Animated Fun,",Angry Birds is a mediocre movie with an average plot and a stellar voice cast It is whimsical fun that has a lot of surprisingly funny moments terrifically delivered by its cast Jason Sudekis is stellar in the lead role delivering the character s anger with great passion He is also joined by the likes of Danny McBride Bill Hader and Josh Gad it has a stellar ensemble The film does not try very hard to be entertaining for adults I understand that it is aimed at kids but it did not have to be solely this way It could have taken a note from the likes of Toy Story and Shrek making it humorous and clever enough that it is not unbearable for adults It s plot is very typical there is really nothing other than the story It has a beginning s middle and end it has the same structure as any kids movie and nothing in between It is mindless simple fun that I will admit had me smiling at times even if there is nothing there to amaze Funny and forgettable if you are looking for a film for your kids to enjoy Angry Birds might be a delightful choice otherwise you should avoid When an island populated by birds is invaded by green pigs it s up to three birds to put a stop to this,5
15 May 2016,Autistic Reviewers Opinion Of This Movie.,We were a huge fan of the game Angry Birds We could play it all day and never get bored Years later a movie finally decides to come out Fans of the computer game will probably admire the way that the film makers managed to crowbar a narrative into the baffling silliness of this phenomenon But if you are not a regular player the story feels like an inelegant and pointless scramble of trampolines catapults eggs and anger management classes Despite the best efforts of Jason Sudeikis the voice of the central character Red who drenches every line with a thick coating of irony this simply isn t funny enough to charm the parents of the film s intended audience impressionable and not particularly discerning children We for one did not think it was that embarking or charming to watch It had a few good scenes but that was it The characters are all annoying and so over the top that it wasn t funny It was more embarrassing And the movie was too childish that I was embarrassed to be in the theater So it s not even a family movie it s more of a kids movie While Goosebumps and The Jungle Book remake both captured the charm and wit and humour to appeal to adults this movie doesn t really succeed in that manner Take your kids to see it but don t expect an adult to enjoy it Autstic Jay 2 5 stars Autistic Nick 3 5 stars,5
27 April 2021,Characters to live,Not so sure why this is rated 6 instead of at least 8 Probably because of people who did not play the game Below is what I think 1 Characters to live I love how they had to explain everything game character how they are who they are How they got the characteristics etc 2 Production the video quality the movements the expressions the value added motions and jokes and movements are extremely out of a 3 star movie production 3 Comic the jokes where real It is was a real comic 4 Etc,10
23 August 2019,Entertaining for its purpose,Great visuals and animation make this film stand out as the colors are nice to look at The characters of the birds are likeable and their is an intrigue about the plot although it being relatively basic,7
31 May 2020,"Could be worse, could be better",People weren t expecting much from this film when it was announced and I can confirm that it is no masterpiece but it will still give you a great time The characters all had their own distinct and angry personality and it was fun to see their adventures For an adaptation of a video game a simple mobile game at that it actually incorporated the birds and the catapult very deftly and naturally into a thrilling story,6
12 February 2021,Funny movie,I thought it would be bad but I was wrong It has funny surprises along the way,7
17 July 2016,Bordering on acceptable,Today s children s movies have been mostly garbage for decades However there have been some filled with heart and really intelligent non preachy story telling I consider Jungle Book BFG big Hero 6 and Zootopia to be some examples of intelligent dramas for kids However this movie doesn t make the grade It even lacks the charm that lowbrow movies like Free Birds had The story follows red He s your typical 1 dimensional accidental hero He finds some misfits and they go on a journey together You meet the pigs 1 dimensional villains and everything gets stitched up lickety split Nobody stood out in this movie There were plenty of funny one liners but you don t care about any of the characters In some ways it s like watching a game Nice visuals nice tune scripted plot with no surprises and nothing intelligent to say Female characters are not portrayed well although the therapist had some good flaws and I respected how she lost her cool which is rare for female characters kudos to the writers for thinking outside the box of the last 20 years on that one aspect If you don t like sexism you will be peeved that the female characters have no personality and contribute nothing to the solution But as most movies suffer from the opposite problem girl power it s shaking things up and failing at doing so If the kids are desperate take them to see this If you want something more intelligent or more sincere look elsewhere,4
18 October 2020,Angry birds,Awesome movie I love it and the new one amazing hope there will be a third,10
15 May 2021,Angry Bards,Angry Bards is probably the most deeper things i have ever had in my life Sometimes i awke at around 12 PM and stare at the roof of home and think to myself Angry Bards I wish i was an Angry Bard TBH Im Sure People Who Have Watched This Film Feels The Same If I could Give This Film A score I would be happy,10
25 April 2017,"Pull back, release!!",Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,10
13 February 2020,Why make this?,Did we really need another movie based on a game The answer is NO,2
8 June 2016,The curse of the games that become movies continues.,First of all let me say the only good thing in this film stereoscopic effects Really well done I must admit The rest Pure garbage Arriving too late to show relevance because the period of the Angry Birds mania already finished this film has no originality and its characters are shallow stereotypes shallower than a saucer If you are over 5 years old or You has already seen at least 5 animations and anime in your life then you ve seen this film Starting with the very clich protagonist hero Red a boy who is rejected by his entire community wow that original thing my goodness and that is orphaned Harry Potter Naruto Luke Skywalker Bruce Wayne and plays the hero who wants to save the society that mistreats and rejects him Really Where is the logic in that No real human being read no believable character would care to help a group of individuals or a society that only mistreats you It makes no sense at all Friends of the protagonist follow him just as script convenience nothing more than that because there is no real reason for them being there It all sounds forced Not even funny this film is the comedy is full of memes we ve seen a million times and scatological jokes inappropriate for children But if the film is too dull for youth and adults and inappropriate for children too it just shows the lack of focus of this film A waste of time The curse of the games that become films continues Be careful Assassin s Creed,1
30 May 2021,A really good movie,Nothing to say except that i really liked the movie,10
2 December 2021,with anger management issues,The Lego Movie proved that you could turn a potentially cynical cash grab into something with depth humour and genuine craft The Angry Birds Movie on the other hand proves that sometimes it s easier just to make a cynical cash grab Addictive though it may be the original Angry Birds mobile app hardly screamed with cinematic potential There is no obviously compelling story bursting to escape from a cartoon bird being catapulted into a green pig Almost inevitably then the transition from phone screen to cinema screen feels retrofitted and clumsy throughout,10
25 March 2018,I guarantee all the 10/10 reviews are from trolls.,The only reason I decided to watch this movie was out of curiosity How did they make a movie out of such a simplistic phone app Luckily it was available on Netflix You can always count on Netflix to have just the greatest content Plot This movie is mostly filler There are a few poorly executed subplots in this thing Hard to tell which one is supposed to be the main one The script is very bad This movie is mainly just a collection of references and rip offs of better and more entertaining movies Like X Men and The Shining Characters They re all poorly written and annoying Most of them are morons Enough said Animation The animation isn t very good Its not terrible though There are some odd choices that were made All the trees have scales for some reason PG This movie is full of sexual innuendos There s also a lot of adult references I m not sure that this movie is appropriate for children There is a scene where a bird pees for over a minute I m not even exaggerating the bird pees for like over a minute into a lake for some reason Its very gross and unnecessary There is also an attempted suicide that s mostly glossed over Comedy This movie isn t funny I guess the idea that someone thought that this movie would be a good idea is funny and some stuff is so cringy that its funny but there aren t a lot of legitimate laughs you re likely to get Some of the set ups are so instantly stupid and nonsensical that I had to laugh The jokes themselves don t worth though This movie is dumb and not worth watching,2
26 February 2023,It has it problems but it's good,Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,9
6 January 2022,A Backstory to Angry Birds,This family friendly animation is great at producing a satisfying scenario of how the war between the pigs and the birds in the popular app began But it s not specifically something adults will enjoy as much as their kids because alike most kids comedies with somewhat foolish ideas there s more of the overused silliness within the childlike humour There s the unoriginal selection of tiny innuendoes silly characteristics slapstick pratfalls and did we win yet laughs throughout the movie That s the only source of comedy so it s up to you whether or not you want to see more of it Adults will still get a fair chuckle out of the voice performances especially with Josh Gad as Chuck and Peter Dinklage as the idolised Mighty Eagle But The Angry Birds Movie creates an idea of the backstory hanging behind the popular and entertaining app that anyone could love Considering it s the background there s plenty of creative and imaginative ideas and the pacing isn t horrible either If you liked this review check out the full review and other reviews at aussieboyreviews,6
16 June 2020,The Angry Birds Movie,Good Movie The animation in the movie was excellent The movie was funny The movie was not so interesting The movie bored and lagged because it deals with the same problem throughout the movie The movie had some unwanted scenes and songs Good Movie,5
10 December 2016,"As a children's movie based on a popular app, its at least passable",In this generation Hollywood has reached the point where novels comic books television shows and even video games are no longer the only subjects to big screen adaptations Hollywood has now expanded upon this range with popular smart phone apps serving as sources of inspirations and this is where first time directors Clay Kaytis and Fergal Reilly of Sony Animation Studios unleash the highly popular game Angry Birds in film form This game garnered strong memorability for it s addictive gameplay of launching colorful birds with a catapult and crashing into tall structures manned by green pigs but the idea of turning this popular game into animated cinematic vehicle seems highly questionable And though the results are enough to garner fair attention of elementary school kids it only rises at an entertainment level that is likely to leave parents either scratching their heads and annoyed than invested in this thin laugh fest So this film is set on an island where birds live happy and peaceful lives except for one bird in particular named Red voiced by Jason Sudeikis fosters a grumpy attitude and has often alienates himself from the community In response no one on the island has gained much of a liking for him After a horrible incident Red is admitted into an anger management where he meets yellow bird Chuck voiced by Josh Gad and an explosive black bird named Bomb voiced by Danny McBride What eventually continues as an average grows into a surprise when a fleet of green pigs captained King Mudbeard voiced by Bill Hader arrive on their island in hopes of making a home there Everything starts off fine until Red learns a secret diabolical plan to destroy the island and rob everyone of their eggs In terms of child friendly animated movies there is a significant distinction between a movie that appeals to children in the single digit ages and a movie that appeals to both children and adults of all ages The creative efforts of Sony Animation Studios here result in a movie that falls mostly in the former category it is only too bad that this film fails on the deliver on the standards of Sony Animation s previous efforts such as Cloudy With a Chance of Meatballs which garnered fair family appeal This film sees a glamorous cast of actors including Jason Sudeikis Danny McBride Bill Hader Josh Gad Maya Rudolph Peter Dinklage and Sean Penn among a string of criminally underused actors and places in the voices of cute furry and not furry animals who all demonstrate fair comedic potential Nonetheless the film fosters only a handful of jokes including an absurdly long pee joke that can certainly leave the youngsters cracking up while leaving the adults spitting nothing more than quick chuckles There is definitely not enough clever humor to sustain the film above the level of passable children s comedy nor does it strike up enough substance to please audience of the older age range If you are a parent or adult the best treats this cartoon manages to sneak in is a small of range of surprisingly raunchy innuendo including one juvenile replacement of the F word that will hopefully fly over kids heads As this is indeed in a children s animated flick there is at least a good amount of charm to be handed But to extent there is nothing really special The characters mostly the main three Red Chuck and Bomb are likable to make for some cute characters for young children to crave on and the colorful computer animation done on them particularly on the fair of the animals as well as the environment is beautifully done But whether or not they reach the capacity to gain the heart of adults is quite questionable Obviously children who grew up playing the game on the iPhone iPad or any other electronic device are the primary targets for getting a kick out the characters or even the plot In terms of the film s faithfulness to the popular source material it does an okay job especially for an adaptation of game that values more gameplay over an actual storyline When adapting a game dealing with slingshooting a bird that breakable objects the lack of a cohesive story often places a severe restraint on proper story development Fortunately writer Jon Vitti manages to squeeze a little juice out of the source material by delivering a plot that doesn t reimburse much homage to the game until the final act when our characters engage in a frenetic catapult battle against the army of green pigs Complete with countless explosions and a squeak of small laughs this long action sequence is somewhat fun but does little make for the all the parts of the film that criminally fail to work The Angry Birds Movie is mediocre children s animated flick that might provide a few good laughs and fun for young kids or maybe a few teenagers But it never quite succeeds above the level of a disposable animated feature nor does it hold the quality of a classic cartoon While this movie offers a pinch of cuteness and charm but should have been more fun than this,5
1 June 2019,Angry birds,Agreeability gets you so far in life but when the chips are down it helps to lose your temper sometimes That s a pretty unexpected moral takeaway for a kids movie and it s just one surprise of many in The Angry Birds Movie a fast fizzy and frenetically entertaining extension of the manic gaming franchise that at its zenith had children of all ages glued to their smartphone screens Establishing a basic psychological motivation for the fiery disposition shared by the feathered folk of Bird Island this irreverent origin story takes an appropriately loose elastic approach to its larger narrative with frequent detours to fill in daffier details of its mad mad mad mad story world,10
7 December 2016,Awful!!!,Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,3
15 June 2016,Perhaps the Best They Could Do Based Off the Game,I went to see this movie a couple of weeks ago since it was based off of the hit game which I have played a few times and since an animated film is fun now and again I wasn t blown away but I also didn t find it to be terrible The film is of course based off of the hit video game by the same name which you can download on your mobile phone In the game you use a slingshot to hurl birds through the air in hopes of destroying structures made of wood and stone In the structures are the faces of green pigs which is the ultimate goal to knock out along with the rest of the buildings The movie proceeds from this idea The film revolves around Red the cardinal in the game that is the main component player early on Red lives on an island of birds that cannot fly Soon we learn that the island is being invaded by a horde of green pigs with nefarious intentions That said the plot of this movie wasn t the best but given the structure of the video game and what the script writers had to work with it was perhaps the best that they could come up with Anything else wouldn t have jived with the way the game works All that said I d give this movie 6 10 stars Not great but not a complete waste Kids should love it but fair warning as there was a time or two when I felt like the adult humor was a bit pressing The phrase Pluck you stood out as a bit unnecessary,6
21 April 2019,So funny.,Watch for the hidden adult jokes Great for kids and mum dad,10
9 May 2019,X Angry C Birds X,Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,6
7 March 2020,"Silly funny and fun with great animation, but does't bring anything new to the genre.",Silly funny and fun with great animation the film is a real joy to watch from beginning to end It s got a good story where every scene is vibrant and filled with colour action comedy and music Plenty of jokes for adults and kids they really captured the personalities of the birds although the pigs could have done with being more memorable It doesn t really do anything new or different in the animated movie market but I enjoyed it a lot,8
11 May 2016,It Was Okay For A Kid's Film,So I am going to be straight up honest I have always loved animation films because they have always made me feel like a kid again I won t lie even Winnie the Pooh is also entertaining for me The original ones But let me tell you if you are over around nine years old just drop off whoever is younger than nine at the theater and do something else then come back and ask the kid about the film The kid will explain it exactly the way the film is First the good I liked that it has a few cool voice actor s The voices for the film is very well casted There are also very few funny moments in the film I also loved how they also stayed true to the app game and yet still at least tried to create a story out of it I also liked the King Piggie since he was at least trying to be a comedic villain Now for the bad It is a childish film A REALLY childish film I felt so embarrassed to be in that theater I was hoping in my mind I could be at least eight years old so I could feel confident to watch it but I had to hide myself from the others the whole time I mean kid s would probably get a few jokes in this but as an adult I am pretty sure you will have to ask your kid or younger brother or sister to explain it Now for my own personal opinion Like I said rather take your kid who is younger than nine to see the film and let him her tell the film to you instead You could save a lot of money When it comes out on DVD rent it on the day you feel you have watched literally every good movie you could think of I will admit it was better than Alvin and the Chipmunks 4 The Road Chip,3
27 April 2021,A decent adaptation of Angry Birds,It is not an excellent film but it is not as bad as it is said the animation is good the plot is fun and the characters are charismatic it s pretty decent,6
7 May 2018,Loved this more than I expected,I wanted to see this film since I first saw the trailer however never got around to it till it went on Netflix and found that I loved it It has comedy for both adults and children and made me laugh which was a great surprise to myself Highly recommend giving this a watch,10
25 June 2020,PURE AWFUL,With questionable jokes related to the word pluck truly unfunny moments jokes that don t really make sense and a 6 yeargap between the peak of the original game s popularity and this movie The Angry Birds Movie is truly awful and shows that Rovio will soon be bankrupt making them think that this movie is their best chance at making the Angry Birds brand profitable again,2
19 May 2019,Abominable...,Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,2
1 October 2016,Just not very good,I have been a fan of the Angry Birds mobile games since the beginning I didn t hear or see much about this film before release When i did hear about it it didn t really excite me my gut instinct led me to believe it was a cash in exercise I was on a long haul flight recently and saw Angry Birds on the movie list I do love a good animated movie so with 12hrs to kill I thought I would give it a go I wish I had not bothered the movie was awful So bad in fact I turned it off after about 45mins As I feared its a complete cash in exercise The first and most crucial problem is none of the characters are likable The main character specifically is awful he is just not a character with any nice traits They try to make him cheeky and wise cracking but he just comes across as a jerk The story line is not existent and feels completely forced Its all over the place and has no logic I kept asking myself what is happening here Another miss is the concept of why the birds are angry in the movie it just does not work This is a kids movie with birds in anger management It feels like Rovio said hey lets cash in on our mobile game and make a movie and shoe horn it around our game Rather than having a good story first You can feel this all the way through the movie I also thought the humour was way off its just not remotely funny What your Toy Stories and Wall es do is make a movie that kids will love but also a movie that people of all ages can enjoy because of the humour Children may very well like this movie but I cannot imagine anyone else will More recently Rovio have changed the style of their mobile games moving towards games that are about making money all about in game purchases This is really sad and shows that the dollar is king This movie is further embodiment of that ethos In my opinion they didn t start out with a good story idea they started out with the idea to make money out of a movie And they just got it all wrong Top animated movies should always have a good story endearing characters and good humour This movie has none of those traits It is not very good,2
15 July 2022,I had no expectations and was still disappointed.,Not sure what I was expecting from a movie based on a game that consists solely of slingshotting birds at pigs Unfortunately the humor was more annoying complaints than clever quips but it had its moments,5
13 July 2022,How low can society go?,This piece of garbage is based upon yes a video game which is terrible enough but this particular game had NO characters just targets think a film based upon those shoot 3 ducks win a prize games at a traveling carnival that s how banal Anyone who gives this higher than a 1 or ANYone who says something like the writers really fleshed out a plot with good characters should also be taken as being brainless This is pure garbage Here s a fact most people don t know to name money a film by must be able to be seen by the widest possible audience With your average Hollywood film you ve already got several problems to contend with the language is obvious but there s the whole localusm I don t know any other way to put it but what I mean is imagine a regular American Hollywood made film being played in Dubai or Kenya is well known that the regional differences in American culture and that in any Muslim country is rather large so you ve got to contend with this Here s the funny thing for most of the history of films people all over the world LOVED Hollywood films they loved watching the Americana of it Unfortunately as time moves forward there s more ugh diversity at the expense of education and along with it is anti American sentiment How to combat this Ender the age of garbage that s what it is the past couple of decades in which film budgets have gotten larger the stories have gone out the window replaced by films which are nothing more than filmed video games Video games ARE known throughout the world and the problems of censorship and dealing with Americana are largely gone In its place is a one and a half hour long advert There s no more thoughtful films no more narrow focus films nor adult targeted films they ve all been trashed and replaced by dreck life this There s nothing to say about such garbage other than this If anyone has given this or any other video game based film a rating higher than 1 if anyone actually finds a film such as this to be their favourite you ll know the following the person who wrote that is either a small child or am adlepated adult if you don t know what that word means you ll love this film and finally you ll also know this whereas the film was made only about a decade and a half ago and was meant humourously in such a short time it s become a frightening and very sad fact That film Mike Judge s Idiocracy wherein the future was filled with nothing but morons,
3 June 2016,"Go see X-Men instead- not horrible, but it could've been a LOT better",First of all I thought this would be a good way to pass some time and have some fun at the movies as the trailers grabbed my interest I saw this a couple days after it was released and came in with low expectations due to the mixed reviews but I left the theater rather unimpressed I felt that the movie didn t hoist my attention span enough for me to care about the movie in a lot of spots mostly because I ve seen it all done before Same goes for the humor which really disappointed me because the trailers actually a few genuine laughs out of me but in the movie I didn t laugh as much as I wanted to and the rest of the audience can be an example as evidence for my opinion they only chuckled at the occasional spot and nothing else was heard from the theater I ll admit that the animation soundtrack Ozzy man and voice over work was pretty good and there were some good giggles I got from the movie if rare but other than that I pretty much wasted my time by heading to the cinema to see this movie and I believe you shouldn t either I won t say it s an atrocity but I m still sticking with my thoughts on this However if you want to go to the theater I d recommend seeing X Men Apocalypse Trust me I had a blast watching that it has everything you would want from a movie incredible special effects gripping action sequences fantastic performances from the cast hilarious humor a nostalgic 80s soundtrack a ruthless villain and the icing on the cake an imaginative use of 3D effects Speaking of which if you do happen to decide to go and see this movie despite my warning see the 2D version the 3D added nothing to the experience with little to no depth or pop out moments,4
