review_date,review_title,review_comment,review_rating
23 October 2013,A perfect work of art,Once in a while the Man creates a work of art of such beauty that experiencing it arouses in us very intense unique feelings of appreciation admiration sometimes even awe This was what I felt when I watched Gravity for the first time For the second time in an IMAX theater my feelings grew even stronger because already knowing the plot I had time to admire and savor the finest details of the movie During both showings I came to the same conclusion that beauty is indeed the product of perfect proportions and discipline just like the ancient Greeks believed When talking about Gravity we can elaborate on the outstanding performance of Sandra Bullock the breath taking images of the Earth the stunning 3D effects or the captivating music of Steven Price And still none of these elements alone gives the movie its final shape All its components are perfectly balanced equally important and complementing one another The form of the movie is so disciplined and precise that it brings to my mind a music score in which every bar every note has its place To me Gravity is a perfect manifestation of beauty and watching it is a pure pleasure,10
25 January 2014,an instant classic,when i went to see this for the first time i had low expectations but when i came out from it my mind was blown away i thought about it everyday for months after and will still think about it for years to come My third favorite movie of all time When i went to see this the first time i saw it in imax 3d and a second time in 3d i think you get the best experience from imax 3d but it will still probably be good in other formats One of the the biggest strong of the film i think is they with a very small cast they carry it the film perfectly because your always at the edge of your seat even when its just 2 people talking back and forth So i think its a must see in theaters if you can see it,10
28 November 2013,Weak Script! Stunning Visual Effects....,I saw this film yesterday and found it lacked a lot in the script department Everything was clich throughout the film and it felt as if it was way too short Acting was the good part though but wasn t like something totally out of the world The visual effects was the only thing I enjoyed in it It gave an almost perfect feel of life in space The way they visually illustrated the astronaut suits and the surrounding environment is beyond what you see in films 3D element was the best so far I wouldn t really recommend it to other people but if you are into films with visual effects and stuff then its definitely a film to watch other than that nothing new or special here to watch,6
30 January 2014,A Technical and Thematic Masterpiece,Gravity is a film that I never expected to be so effective at what it tries to achieve and convey The film provides a simple concept astronauts adrift in space that need to persevere and get home yet this simple concept is one of the strongest aspects of the movie as it conveys it s beautiful imagery orchestral soundtrack and excellent acting It beautifully encompasses such themes as mortality nature helplessness perseverance and rebirth Imagery and dialogue convey these themes especially well in that we journey and sympathise with Dr Ryan Stone Sandra Bullock throughout the movie as we witness one horrible event occurring after another anything that can go wrong will go wrong Gravity is also an absolutely beautiful film and can stand tall with special effects cinema legends of the past While not perfectly scientifically accurate the film portrays the concept of space travel in a gorgeous unknown but horrifying visage The soundtrack is perfect for the movies style from the opening scene to the credits orchestral and ambient themes perfectly capture the mood of each scene Gravity is named by many critics as one of the greatest science fiction films of all time and certainly one of the best this year Tarantino names it as one of his favourites of 2013 while Cameron regards it as one of the best space films ever made If you go in with the expectation of a simple premise expect a film that focuses on an individual level and exceptional CGI then you will thoroughly enjoy it It doesn t aspire to be the next generation of film making but it does achieve far more than it intended Minor complaints are pacing and a few science plot holes that don t distract from the main movie but still prevalent when you identify them Know that this film isn t for everyone but if you love Sci fi love CGI done properly and appreciate poignant themes then this film should not be missed 9 10 One of the best Sci Fi films of all time and one of the top of 2013,9
28 October 2013,Looked good but kind of boring,Visually Gravity is unlike what we have seen on a cinema screen before and arguably it has one of the best uses of 3D in a movie The setting is spectacular and the premise is inventive On every other front the movie falters badly Once you get over the initial wonderment surrounding the beautiful visuals the chinks start showing up Overall the script is very weak Apparently the Russians bomb their own satellite by mistake and the debris is flying around at bullet speed smashing everything in its way Now upon hearing an emergency evacuation request Kowalski who has been wasting his precious thrusters all this while floating around spouting inane dialogs orders Ryan Bullock to disengage from whatever she is repairing Apparently Ryan has six months of training only and fails to be responsive and then the trouble starts We come to know that Ryan has some head issues surrounding the death of her daughter as the writer felt a dire need to give Ryan some sort of existential problem in her head to make her character feel more human Apart from this minor bit nothing is presented in terms of character development for any other protagonists Who is Kowalski Who are the people who died in their space pods No idea Then the whole manufactured sense of suspense Every time Ryan gets anywhere near the Air Lock she does it three times the debris presents itself like on cue every single time Then a fire in a space station then running out of Oxygen then something then something It s fine that they used some standard tricks but it all seems so manufactured and mechanical by the numbers suspense Also at times I couldn t shrug off the feeling that what they are showing on screen is not actually factual Do the controls on various international space stations have their national languages on them Really Maybe they do but seems hard to believe when 20 phones are built with custom User interfaces with changeable languages why have your billion dollar space stations with Russian or Chinese characters on your buttons totally beats me Oh manufactured suspense owing to the whole can t understand this thing machinery The the dialogs when they come are nothing to write home about Ryan has a hallucinatory moment when she talks to herself following some Mandarin Chatter on the radio which is cringe worthy I wont even mention the in your face allegory about rebirth which is there for to make the movie seem deeper than it is So what works for the movie It s a cross between an IMAX documentary with some suspense elements thrown it which makes it look path breaking But it s not Not a bad watch but nothing to rave about either,4
15 January 2014,Daring adventure worth riding!,Great movie One of the top ten space movies of all time Its not the typical good guy shooting bad guy movie But its the adventure in different form The tension between serenity and disaster is what keeps us on the edge of the movie The soundtrack plays a huge role in building and adding the tension and by keeping to minimal it shows is presence even in its absence Space movie is not so easy with zero gravity setting but the fact that he pulled it off is just worth taking a seat and admiring the technical achievement Brings the fragile side and the loneliness side of humanity played well by Sandra and Clooney Visual effects are stellar Can t tell CG from real Well done,9
20 October 2013,I can't believe this movie has received good reviews...,Sure I went in with high expectations based on the things I d heard about this film so perhaps it was never going to measure up But I hated it It was SO boring I kept waiting for the action to ramp up but it never did A few times I found myself yawning and my mind wandering Sandra Bullock played her usual character annoying whiny little wimp which I also found irritating Clooney was good though The great space visuals and the Clooney factor were the only good things about this film Had they been absent I think I would have given it a 1 out of 10 I saw the film in 2D but doubt seeing it in 3D would have increased my rating,4
11 December 2013,Hold on to your seat,Visually Gravity is unlike what we have seen on a cinema screen before and arguably it has one of the best uses of 3D in a movie The setting is spectacular and the premise is inventive On every other front the movie falters badly Once you get over the initial wonderment surrounding the beautiful visuals the chinks start showing up Overall the script is very weak Apparently the Russians bomb their own satellite by mistake and the debris is flying around at bullet speed smashing everything in its way Now upon hearing an emergency evacuation request Kowalski who has been wasting his precious thrusters all this while floating around spouting inane dialogs orders Ryan Bullock to disengage from whatever she is repairing Apparently Ryan has six months of training only and fails to be responsive and then the trouble starts We come to know that Ryan has some head issues surrounding the death of her daughter as the writer felt a dire need to give Ryan some sort of existential problem in her head to make her character feel more human Apart from this minor bit nothing is presented in terms of character development for any other protagonists Who is Kowalski Who are the people who died in their space pods No idea Then the whole manufactured sense of suspense Every time Ryan gets anywhere near the Air Lock she does it three times the debris presents itself like on cue every single time Then a fire in a space station then running out of Oxygen then something then something It s fine that they used some standard tricks but it all seems so manufactured and mechanical by the numbers suspense Also at times I couldn t shrug off the feeling that what they are showing on screen is not actually factual Do the controls on various international space stations have their national languages on them Really Maybe they do but seems hard to believe when 20 phones are built with custom User interfaces with changeable languages why have your billion dollar space stations with Russian or Chinese characters on your buttons totally beats me Oh manufactured suspense owing to the whole can t understand this thing machinery The the dialogs when they come are nothing to write home about Ryan has a hallucinatory moment when she talks to herself following some Mandarin Chatter on the radio which is cringe worthy I wont even mention the in your face allegory about rebirth which is there for to make the movie seem deeper than it is So what works for the movie It s a cross between an IMAX documentary with some suspense elements thrown it which makes it look path breaking But it s not Not a bad watch but nothing to rave about either,8
16 October 2013,Great Sensations,The great success of the film are the sensations Feeling of solitude contemplation fear despair relief anxiety dizziness lack of oxygen lack of sound in space even the feeling of weightlessness you can feel The Director inserts the viewer inside the helmet of astronauts And it really was fantastic It s the kind of film that is well worth it to see the film by sensations The story is nice and could be true although I find it difficult that outcome happen The film deserves the note that gets on IMDb but I hoped for a different outcome more unpredictable Anyway it does not take away the brightness and focus of the Director which was precisely the feelings of people in that situation Everything was very well explored I liked George Clooney as the talkative astronaut than the Sandra as protagonist I do not think she did an interpretation worthy of Oscar Already Clooney was excellent as supporting actor,8
11 April 2020,"Visual effects are great, script is awful",If you re in the mood to see something that is visually stunning this movie is a good pick but the script is so awful in comparison that the second I left the theater I said I would never watch this movie again,4
12 May 2014,Centrifugal Force at work !!!,A masterpiece in terms of direction and techniques used to define space and beyond A major shortfall is that the movie being repetitive and slow paced The action never stops a pulsating thriller maybe not what I d call it Floating in space in a minefield of space debris wish there was more to the movie Script is pretty much the same as all other prior to it with space mission as a theme The saving grace is the wonderful portrayal of space Zero gravity floating debris mammoth scale of spaceships are all woven into the stunning visuals Use of CGI Computer graphics and creating stunning visual effects is what sets this movie apart from the competition A must watch even with a slightly glitched and representative script,6
10 November 2013,Predictable and kind of boring,Visually Gravity is unlike what we have seen on a cinema screen before and arguably it has one of the best uses of 3D in a movie The setting is spectacular and the premise is inventive On every other front the movie falters badly Once you get over the initial wonderment surrounding the beautiful visuals the chinks start showing up Overall the script is very weak Apparently the Russians bomb their own satellite by mistake and the debris is flying around at bullet speed smashing everything in its way Now upon hearing an emergency evacuation request Kowalski who has been wasting his precious thrusters all this while floating around spouting inane dialogs orders Ryan Bullock to disengage from whatever she is repairing Apparently Ryan has six months of training only and fails to be responsive and then the trouble starts We come to know that Ryan has some head issues surrounding the death of her daughter as the writer felt a dire need to give Ryan some sort of existential problem in her head to make her character feel more human Apart from this minor bit nothing is presented in terms of character development for any other protagonists Who is Kowalski Who are the people who died in their space pods No idea Then the whole manufactured sense of suspense Every time Ryan gets anywhere near the Air Lock she does it three times the debris presents itself like on cue every single time Then a fire in a space station then running out of Oxygen then something then something It s fine that they used some standard tricks but it all seems so manufactured and mechanical by the numbers suspense Also at times I couldn t shrug off the feeling that what they are showing on screen is not actually factual Do the controls on various international space stations have their national languages on them Really Maybe they do but seems hard to believe when 20 phones are built with custom User interfaces with changeable languages why have your billion dollar space stations with Russian or Chinese characters on your buttons totally beats me Oh manufactured suspense owing to the whole can t understand this thing machinery The the dialogs when they come are nothing to write home about Ryan has a hallucinatory moment when she talks to herself following some Mandarin Chatter on the radio which is cringe worthy I wont even mention the in your face allegory about rebirth which is there for to make the movie seem deeper than it is So what works for the movie It s a cross between an IMAX documentary with some suspense elements thrown it which makes it look path breaking But it s not Not a bad watch but nothing to rave about either,4
9 February 2014,An average film.,Visually Gravity is unlike what we have seen on a cinema screen before and arguably it has one of the best uses of 3D in a movie The setting is spectacular and the premise is inventive On every other front the movie falters badly Once you get over the initial wonderment surrounding the beautiful visuals the chinks start showing up Overall the script is very weak Apparently the Russians bomb their own satellite by mistake and the debris is flying around at bullet speed smashing everything in its way Now upon hearing an emergency evacuation request Kowalski who has been wasting his precious thrusters all this while floating around spouting inane dialogs orders Ryan Bullock to disengage from whatever she is repairing Apparently Ryan has six months of training only and fails to be responsive and then the trouble starts We come to know that Ryan has some head issues surrounding the death of her daughter as the writer felt a dire need to give Ryan some sort of existential problem in her head to make her character feel more human Apart from this minor bit nothing is presented in terms of character development for any other protagonists Who is Kowalski Who are the people who died in their space pods No idea Then the whole manufactured sense of suspense Every time Ryan gets anywhere near the Air Lock she does it three times the debris presents itself like on cue every single time Then a fire in a space station then running out of Oxygen then something then something It s fine that they used some standard tricks but it all seems so manufactured and mechanical by the numbers suspense Also at times I couldn t shrug off the feeling that what they are showing on screen is not actually factual Do the controls on various international space stations have their national languages on them Really Maybe they do but seems hard to believe when 20 phones are built with custom User interfaces with changeable languages why have your billion dollar space stations with Russian or Chinese characters on your buttons totally beats me Oh manufactured suspense owing to the whole can t understand this thing machinery The the dialogs when they come are nothing to write home about Ryan has a hallucinatory moment when she talks to herself following some Mandarin Chatter on the radio which is cringe worthy I wont even mention the in your face allegory about rebirth which is there for to make the movie seem deeper than it is So what works for the movie It s a cross between an IMAX documentary with some suspense elements thrown it which makes it look path breaking But it s not Not a bad watch but nothing to rave about either,3
26 August 2022,Eeny Meeny Miney Mo,Visually Gravity is unlike what we have seen on a cinema screen before and arguably it has one of the best uses of 3D in a movie The setting is spectacular and the premise is inventive On every other front the movie falters badly Once you get over the initial wonderment surrounding the beautiful visuals the chinks start showing up Overall the script is very weak Apparently the Russians bomb their own satellite by mistake and the debris is flying around at bullet speed smashing everything in its way Now upon hearing an emergency evacuation request Kowalski who has been wasting his precious thrusters all this while floating around spouting inane dialogs orders Ryan Bullock to disengage from whatever she is repairing Apparently Ryan has six months of training only and fails to be responsive and then the trouble starts We come to know that Ryan has some head issues surrounding the death of her daughter as the writer felt a dire need to give Ryan some sort of existential problem in her head to make her character feel more human Apart from this minor bit nothing is presented in terms of character development for any other protagonists Who is Kowalski Who are the people who died in their space pods No idea Then the whole manufactured sense of suspense Every time Ryan gets anywhere near the Air Lock she does it three times the debris presents itself like on cue every single time Then a fire in a space station then running out of Oxygen then something then something It s fine that they used some standard tricks but it all seems so manufactured and mechanical by the numbers suspense Also at times I couldn t shrug off the feeling that what they are showing on screen is not actually factual Do the controls on various international space stations have their national languages on them Really Maybe they do but seems hard to believe when 20 phones are built with custom User interfaces with changeable languages why have your billion dollar space stations with Russian or Chinese characters on your buttons totally beats me Oh manufactured suspense owing to the whole can t understand this thing machinery The the dialogs when they come are nothing to write home about Ryan has a hallucinatory moment when she talks to herself following some Mandarin Chatter on the radio which is cringe worthy I wont even mention the in your face allegory about rebirth which is there for to make the movie seem deeper than it is So what works for the movie It s a cross between an IMAX documentary with some suspense elements thrown it which makes it look path breaking But it s not Not a bad watch but nothing to rave about either,5
9 November 2020,The Main Character sucked,Visually Gravity is unlike what we have seen on a cinema screen before and arguably it has one of the best uses of 3D in a movie The setting is spectacular and the premise is inventive On every other front the movie falters badly Once you get over the initial wonderment surrounding the beautiful visuals the chinks start showing up Overall the script is very weak Apparently the Russians bomb their own satellite by mistake and the debris is flying around at bullet speed smashing everything in its way Now upon hearing an emergency evacuation request Kowalski who has been wasting his precious thrusters all this while floating around spouting inane dialogs orders Ryan Bullock to disengage from whatever she is repairing Apparently Ryan has six months of training only and fails to be responsive and then the trouble starts We come to know that Ryan has some head issues surrounding the death of her daughter as the writer felt a dire need to give Ryan some sort of existential problem in her head to make her character feel more human Apart from this minor bit nothing is presented in terms of character development for any other protagonists Who is Kowalski Who are the people who died in their space pods No idea Then the whole manufactured sense of suspense Every time Ryan gets anywhere near the Air Lock she does it three times the debris presents itself like on cue every single time Then a fire in a space station then running out of Oxygen then something then something It s fine that they used some standard tricks but it all seems so manufactured and mechanical by the numbers suspense Also at times I couldn t shrug off the feeling that what they are showing on screen is not actually factual Do the controls on various international space stations have their national languages on them Really Maybe they do but seems hard to believe when 20 phones are built with custom User interfaces with changeable languages why have your billion dollar space stations with Russian or Chinese characters on your buttons totally beats me Oh manufactured suspense owing to the whole can t understand this thing machinery The the dialogs when they come are nothing to write home about Ryan has a hallucinatory moment when she talks to herself following some Mandarin Chatter on the radio which is cringe worthy I wont even mention the in your face allegory about rebirth which is there for to make the movie seem deeper than it is So what works for the movie It s a cross between an IMAX documentary with some suspense elements thrown it which makes it look path breaking But it s not Not a bad watch but nothing to rave about either,6
25 February 2014,Not good,I just watched the movie Gravity its not the kind of movie I would normally watch but I watched it all the way through just on the strength of how many Oscar nominations it has I thought it was a load of rubbish and a waste of 91 minutes of my time When a movie like The Butler doesn t get nominated for any Oscars at all and this movie gets 10 Oscar nominations then in my opinion it doesn t bode well for the future of movies I realise that not all genres are suited to everyone but I can t understand how well this movie rates through all the different age groups It makes me very dubious of IMDb ratings which I had regarded as reliable until now In case I haven t written 10 lines so that this registers I thought it was RUBBISH RUBBISH RUBBISH RUBBISH RUBBISH RUBBISH RUBBISH RUBBISH RUBBISH RUBBISH and more RUBBISH and obviously I wouldn t recommend it to anyone unless they have 91 minutes to waste If it was worthy of ANY Oscar nominations at all Special Effects is about the only one I reckon it would qualify for I also object to being told that realise is spelt with a z In the USA it is they make up their own language also spelt is an English word The dictionary needs updating,1
5 March 2014,Entertaining but could've been a lot better,Visually Gravity is unlike what we have seen on a cinema screen before and arguably it has one of the best uses of 3D in a movie The setting is spectacular and the premise is inventive On every other front the movie falters badly Once you get over the initial wonderment surrounding the beautiful visuals the chinks start showing up Overall the script is very weak Apparently the Russians bomb their own satellite by mistake and the debris is flying around at bullet speed smashing everything in its way Now upon hearing an emergency evacuation request Kowalski who has been wasting his precious thrusters all this while floating around spouting inane dialogs orders Ryan Bullock to disengage from whatever she is repairing Apparently Ryan has six months of training only and fails to be responsive and then the trouble starts We come to know that Ryan has some head issues surrounding the death of her daughter as the writer felt a dire need to give Ryan some sort of existential problem in her head to make her character feel more human Apart from this minor bit nothing is presented in terms of character development for any other protagonists Who is Kowalski Who are the people who died in their space pods No idea Then the whole manufactured sense of suspense Every time Ryan gets anywhere near the Air Lock she does it three times the debris presents itself like on cue every single time Then a fire in a space station then running out of Oxygen then something then something It s fine that they used some standard tricks but it all seems so manufactured and mechanical by the numbers suspense Also at times I couldn t shrug off the feeling that what they are showing on screen is not actually factual Do the controls on various international space stations have their national languages on them Really Maybe they do but seems hard to believe when 20 phones are built with custom User interfaces with changeable languages why have your billion dollar space stations with Russian or Chinese characters on your buttons totally beats me Oh manufactured suspense owing to the whole can t understand this thing machinery The the dialogs when they come are nothing to write home about Ryan has a hallucinatory moment when she talks to herself following some Mandarin Chatter on the radio which is cringe worthy I wont even mention the in your face allegory about rebirth which is there for to make the movie seem deeper than it is So what works for the movie It s a cross between an IMAX documentary with some suspense elements thrown it which makes it look path breaking But it s not Not a bad watch but nothing to rave about either,6
19 February 2016,This was one of the worst movies I ever saw,Visually Gravity is unlike what we have seen on a cinema screen before and arguably it has one of the best uses of 3D in a movie The setting is spectacular and the premise is inventive On every other front the movie falters badly Once you get over the initial wonderment surrounding the beautiful visuals the chinks start showing up Overall the script is very weak Apparently the Russians bomb their own satellite by mistake and the debris is flying around at bullet speed smashing everything in its way Now upon hearing an emergency evacuation request Kowalski who has been wasting his precious thrusters all this while floating around spouting inane dialogs orders Ryan Bullock to disengage from whatever she is repairing Apparently Ryan has six months of training only and fails to be responsive and then the trouble starts We come to know that Ryan has some head issues surrounding the death of her daughter as the writer felt a dire need to give Ryan some sort of existential problem in her head to make her character feel more human Apart from this minor bit nothing is presented in terms of character development for any other protagonists Who is Kowalski Who are the people who died in their space pods No idea Then the whole manufactured sense of suspense Every time Ryan gets anywhere near the Air Lock she does it three times the debris presents itself like on cue every single time Then a fire in a space station then running out of Oxygen then something then something It s fine that they used some standard tricks but it all seems so manufactured and mechanical by the numbers suspense Also at times I couldn t shrug off the feeling that what they are showing on screen is not actually factual Do the controls on various international space stations have their national languages on them Really Maybe they do but seems hard to believe when 20 phones are built with custom User interfaces with changeable languages why have your billion dollar space stations with Russian or Chinese characters on your buttons totally beats me Oh manufactured suspense owing to the whole can t understand this thing machinery The the dialogs when they come are nothing to write home about Ryan has a hallucinatory moment when she talks to herself following some Mandarin Chatter on the radio which is cringe worthy I wont even mention the in your face allegory about rebirth which is there for to make the movie seem deeper than it is So what works for the movie It s a cross between an IMAX documentary with some suspense elements thrown it which makes it look path breaking But it s not Not a bad watch but nothing to rave about either,1
17 October 2013,Repeal the laws of physics,I m giving it a 5 because I haven t actually seen the movie yet but did someone repeal the laws of physics I read the extended synopsis and it appears that space debris is constantly running about destroying things Any debris from something in a static orbit should be in the same orbit not overtaking something else in the same orbit with enough energy to do damage If something blows up and accelerates it will go to a higher orbit If something blows up and decelerates it will go to a lower orbit In either case it will then be traveling at the same speed and velocity as other things in that orbit If something blows up and enters a different orbital plane of the same diameter it will intersect the other orbital plane twice per orbit but still at the same relative position it won t overtake an object in the first orbital plane Or am I missing something important here,5
8 March 2020,"Boring, but visually stunning",Visuals 10 10 Storyline 5 10 Barely worth watching,7
7 October 2013,a small step for film-makers...,this movie is a huge step forward and when i say huge i mean huge It basically changes everything we know about film making and stuff it has like 3dimensional computer generated special effects i mean effects and stuff made with computers can you believe it i have no words you need to see it for yourself the history of movie making basically starts all over again year 0 a new beginning the new testament and gravity the herald bringing the message to the people movies no longer need to be good they have to look good amen gravity is a solid 5 6 but considering the rating at the moment let the one star ratings come in people should know what to expect,10
19 February 2014,not good,Visually Gravity is unlike what we have seen on a cinema screen before and arguably it has one of the best uses of 3D in a movie The setting is spectacular and the premise is inventive On every other front the movie falters badly Once you get over the initial wonderment surrounding the beautiful visuals the chinks start showing up Overall the script is very weak Apparently the Russians bomb their own satellite by mistake and the debris is flying around at bullet speed smashing everything in its way Now upon hearing an emergency evacuation request Kowalski who has been wasting his precious thrusters all this while floating around spouting inane dialogs orders Ryan Bullock to disengage from whatever she is repairing Apparently Ryan has six months of training only and fails to be responsive and then the trouble starts We come to know that Ryan has some head issues surrounding the death of her daughter as the writer felt a dire need to give Ryan some sort of existential problem in her head to make her character feel more human Apart from this minor bit nothing is presented in terms of character development for any other protagonists Who is Kowalski Who are the people who died in their space pods No idea Then the whole manufactured sense of suspense Every time Ryan gets anywhere near the Air Lock she does it three times the debris presents itself like on cue every single time Then a fire in a space station then running out of Oxygen then something then something It s fine that they used some standard tricks but it all seems so manufactured and mechanical by the numbers suspense Also at times I couldn t shrug off the feeling that what they are showing on screen is not actually factual Do the controls on various international space stations have their national languages on them Really Maybe they do but seems hard to believe when 20 phones are built with custom User interfaces with changeable languages why have your billion dollar space stations with Russian or Chinese characters on your buttons totally beats me Oh manufactured suspense owing to the whole can t understand this thing machinery The the dialogs when they come are nothing to write home about Ryan has a hallucinatory moment when she talks to herself following some Mandarin Chatter on the radio which is cringe worthy I wont even mention the in your face allegory about rebirth which is there for to make the movie seem deeper than it is So what works for the movie It s a cross between an IMAX documentary with some suspense elements thrown it which makes it look path breaking But it s not Not a bad watch but nothing to rave about either,1
22 December 2013,Gravity Falls Flat,My review of Gravity First off the good visually it is stunning and some of the action sequences are truly jaw dropping especially in 3D The tension is also high particularly at the start as the feces hits the proverbial fan Sadly that is all it has going for it whoever wrote the script needs shooting some of the dialogue is utterly cringeworthy One of my biggest problems with this movie is thus If you are going to have one of the characters spend a long time alone don t have them talk to themselves every few seconds to explain to the viewer how they feel or what s going on a good actor will show their thoughts and emotions through their body language and facial expressions Unfortunately the writers for Gravity consider the actors to inept and the audience too stupid to have to pull this off and I m insulted by that You re also forcefed the obligatory emotional bit near the end that was so painful to watch I wanted to get up and walk out In conclusion I do not recommend this movie without being at least fairly inebriated 5 10 I gave an extra point for Sandra Bullock s legs which are impressive,5
28 October 2013,More of an experience than a film.,This is for short an impressive series of pictures in 3D The plot is nearly non existent It is a 3D experience but not what I came to watch I came to watch a Film You get the constant impression that some things are just there to show off what the graphics department can do They try to make us feel attached to the characters using pointless sad side stories and from my point of vue totally failed There are major flaws in the plot which kills off the aim of the movie They wanted something realistic beautiful and extraordinary and the flaws just make the story unbelievable Next the music It controls and makes a film Here it is fabulous maybe a bit overly dramatic but it does not suit Gravity Space is all about the silence But this music is constantly there and ruins this moments that could have been wonderful if they were silent Over all Grativy is a great movie to watch if you want special effects lovely scenery and a out standing 3D experience But if you want a film with a plot this is not for you,3
23 October 2013,Visually impressive but very slow,Visually Gravity is unlike what we have seen on a cinema screen before and arguably it has one of the best uses of 3D in a movie The setting is spectacular and the premise is inventive On every other front the movie falters badly Once you get over the initial wonderment surrounding the beautiful visuals the chinks start showing up Overall the script is very weak Apparently the Russians bomb their own satellite by mistake and the debris is flying around at bullet speed smashing everything in its way Now upon hearing an emergency evacuation request Kowalski who has been wasting his precious thrusters all this while floating around spouting inane dialogs orders Ryan Bullock to disengage from whatever she is repairing Apparently Ryan has six months of training only and fails to be responsive and then the trouble starts We come to know that Ryan has some head issues surrounding the death of her daughter as the writer felt a dire need to give Ryan some sort of existential problem in her head to make her character feel more human Apart from this minor bit nothing is presented in terms of character development for any other protagonists Who is Kowalski Who are the people who died in their space pods No idea Then the whole manufactured sense of suspense Every time Ryan gets anywhere near the Air Lock she does it three times the debris presents itself like on cue every single time Then a fire in a space station then running out of Oxygen then something then something It s fine that they used some standard tricks but it all seems so manufactured and mechanical by the numbers suspense Also at times I couldn t shrug off the feeling that what they are showing on screen is not actually factual Do the controls on various international space stations have their national languages on them Really Maybe they do but seems hard to believe when 20 phones are built with custom User interfaces with changeable languages why have your billion dollar space stations with Russian or Chinese characters on your buttons totally beats me Oh manufactured suspense owing to the whole can t understand this thing machinery The the dialogs when they come are nothing to write home about Ryan has a hallucinatory moment when she talks to herself following some Mandarin Chatter on the radio which is cringe worthy I wont even mention the in your face allegory about rebirth which is there for to make the movie seem deeper than it is So what works for the movie It s a cross between an IMAX documentary with some suspense elements thrown it which makes it look path breaking But it s not Not a bad watch but nothing to rave about either,5
28 November 2013,Great visual effects but lack of everything else,Visually Gravity is unlike what we have seen on a cinema screen before and arguably it has one of the best uses of 3D in a movie The setting is spectacular and the premise is inventive On every other front the movie falters badly Once you get over the initial wonderment surrounding the beautiful visuals the chinks start showing up Overall the script is very weak Apparently the Russians bomb their own satellite by mistake and the debris is flying around at bullet speed smashing everything in its way Now upon hearing an emergency evacuation request Kowalski who has been wasting his precious thrusters all this while floating around spouting inane dialogs orders Ryan Bullock to disengage from whatever she is repairing Apparently Ryan has six months of training only and fails to be responsive and then the trouble starts We come to know that Ryan has some head issues surrounding the death of her daughter as the writer felt a dire need to give Ryan some sort of existential problem in her head to make her character feel more human Apart from this minor bit nothing is presented in terms of character development for any other protagonists Who is Kowalski Who are the people who died in their space pods No idea Then the whole manufactured sense of suspense Every time Ryan gets anywhere near the Air Lock she does it three times the debris presents itself like on cue every single time Then a fire in a space station then running out of Oxygen then something then something It s fine that they used some standard tricks but it all seems so manufactured and mechanical by the numbers suspense Also at times I couldn t shrug off the feeling that what they are showing on screen is not actually factual Do the controls on various international space stations have their national languages on them Really Maybe they do but seems hard to believe when 20 phones are built with custom User interfaces with changeable languages why have your billion dollar space stations with Russian or Chinese characters on your buttons totally beats me Oh manufactured suspense owing to the whole can t understand this thing machinery The the dialogs when they come are nothing to write home about Ryan has a hallucinatory moment when she talks to herself following some Mandarin Chatter on the radio which is cringe worthy I wont even mention the in your face allegory about rebirth which is there for to make the movie seem deeper than it is So what works for the movie It s a cross between an IMAX documentary with some suspense elements thrown it which makes it look path breaking But it s not Not a bad watch but nothing to rave about either,7
18 October 2013,The Humdrum of Gravity,I wasn t very eager to see Gravity Boredom was a guaranteed companion coupled with the annoyance of donning the bulky plastic 3D glasses over my prescription ones did not sweeten the deal Nevertheless the film was playing at a near by theater and I had a free Sunday afternoon to spare I sat through the previews both 3D and flat with deflated enthusiasm and I braced myself for the onset of nausea promised by most of the reviews I read prior I am happy to report that Gravity was a 90 minute nausea free affair for me Since I suffer from frequent bouts of motion sickness and always get dizzy at planetariums I am led to believe the nausea rumors were merely a Hollywood ploy in an attempt to authenticate the outer space experience of the movie As a nausea expert I find it hard to believe that Dr Ryan could have performed her duties while disposed Moreover the lack of perspiration and heavy breathing are counter to my motion sickness experiences With these first few scenes my conviction dimensioned even further I understand that gravity is a movie about outer space and in that respect the cosmic imagery is truly amazing I was transported and thoroughly moved upon the site of George Clooney and Sandara Bullock aimlessly floating with earth in the background centered on the illuminated outlines of the Red Sea and river Nile as George asked Where s home I m from Egypt There were a couple of head jerking moment successfully employing 3D gimmickry Yet had Gravity stayed true to it s original purpose as a movie about space I wouldn t have deplored it as much However the invisible intrusion of Hollywood is blatantly apparent with the film s feeble attempts to create a plot and characters that defy reason and stretch the realms of physical possibility I must say that the best thing about Gravity is it s brevity I believe the film makers would have been better off in keeping the story simple about astronauts doing what astronauts do So if you want to gaze into outer space then by all means see Gravity preferably in imax If you are looking for adventure I believe you d be better off with Prisoners or Captain Philips,3
